_key,Ts,co2ppmCorrected,co2ppmPureSens,humidity,lightStats,pumpStatus,soilHum,soilTemp,temperature,z_counter
-Mn-n7b2V0hamnaHBlvb,1635322202564,28565.79492,43215.72656,90.8,605,0,89,27.8125,27.3,4481
-Mn-nEspGR2QINIPzxwr,1635322232373,28240.10156,41831.57031,90.9,612,0,89,27.8125,27.3,4482
-Mn-nMq-QhI8vPi6QYMN,1635322264960,21539.44336,30886.91992,90.9,611,0,89,27.8125,27.3,4483
-Mn-nU6zaMycQuCNRkDf,1635322294783,28895.29492,42287.88281,90.7,619,0,89,27.8125,27.3,4484
-Mn-nacSAJgOxdgaRPnA,1635322325534,28601,44164.32031,90.6,609,0,89,27.8125,27.3,4485
-Mn-nhuOet85r3tSqoYM,1635322355353,27107.79102,41831.57031,90.5,619,0,89,27.8125,27.3,4486
-Mn-npBIFZGxR63qp5wj,1635322385171,27991.62695,41831.57031,90.4,626,0,89,27.75,27.4,4487
-Mn-nwTgrkiure3vjKPQ,1635322415021,27736.26758,40933.91016,90.3,605,0,90,27.8125,27.3,4488
-Mn-o2kPBvX0ddtLRhyi,1635322444827,27736.26758,41831.57031,90.3,639,0,89,27.75,27.3,4489
-Mn-oAL90JrwNeMDv2lO,1635322475914,26831.97656,41380.26953,90.4,647,0,89,27.75,27.3,4490
-Mn-oHrINOHmdZmxbCmB,1635322506707,27078.88281,40055.78906,90.5,656,0,89,27.75,27.4,4491
-Mn-oP7xDLlSc8WYTpLC,1635322536509,27091.11133,40492.4375,90.6,663,0,88,27.75,27.3,4492
-Mn-oWPaXI2Q2QksaSJ-,1635322566311,27702.14844,42287.88281,90.5,674,0,89,27.75,27.3,4493
-Mn-ocgN0e-_JTJrrZxi,1635322596120,27424.70313,43687.40234,90.2,678,0,89,27.75,27.4,4494
-Mn-ojy2Q_qKocSTPRqw,1635322625923,30620.51758,41831.57031,90.1,683,0,89,27.75,27.3,4495
-Mn-orEumMtRUBeGlLo5,1635322655738,29282.69141,42287.88281,90.3,685,0,89,27.75,27.3,4496
-Mn-oyWcv7iRAwjhQ6Y9,1635322685545,28309.75,43215.72656,90.5,645,0,90,27.75,27.3,4497
-Mn-p513CQXvjODQpL-e,1635322716292,28309.75,41380.26953,90.5,678,0,89,27.75,27.3,4498
-Mn-pCIxceByS_vZaIYs,1635322746109,27091.11133,42287.88281,90.6,675,0,89,27.75,27.3,4499
-Mn-pJ_hTabkpZ4Xb3gp,1635322775918,27991.62695,40492.4375,90.4,676,0,89,27.75,27.4,4500
-Mn-pQrRWo0D789tw7dq,1635322805725,28331.82617,39623.90625,90.2,675,0,89,27.75,27.4,4501
-Mn-pY8AmYFSl8VK0QIO,1635322835531,26559.01172,40933.91016,90.3,679,0,89,27.75,27.3,4502
-Mn-pePz-frIiabnqSyi,1635322865344,26831.97656,40933.91016,90.4,675,0,89,27.75,27.3,4503
-Mn-pmFr1-lp7rZrYicM,1635322897464,26575.36328,40492.4375,90.2,679,0,89,27.75,27.3,4504
-Mn-ptXSD_HHzINbdRgg,1635322927262,26559.01172,41831.57031,90.3,686,0,89,27.75,27.3,4505
-Mn-q-oA_JzxZp4s22RY,1635322957067,27453.96875,40492.4375,90.2,688,0,89,27.75,27.3,4506
-Mn-q74rRTzBTva4U5A7,1635322986872,19858.50977,29899.5957,90.2,688,0,89,27.75,27.2,4507
-Mn-qEMaIjijVSaqpr9r,1635323016678,26316.9043,41380.26953,90.2,689,0,89,27.75,27.2,4508
-Mn-qLdVDxPxRjU8Fx6S,1635323046497,26559.01172,39623.90625,90.3,692,0,89,27.75,27.3,4509
-Mn-qSvM_q7MTpNuahpr,1635323076311,26300.72266,39196.73438,90.3,689,0,89,27.6875,27.2,4510
-Mn-q_RmclIsdSMj3CzU,1635323107122,26300.72266,39196.73438,90.3,684,0,89,27.6875,27.2,4511
-Mn-qgikiGXYL-qQUF7w,1635323136944,26603.70508,39196.73438,90.2,655,0,90,27.6875,27.2,4512
-Mn-qo-nfpQAW6NjQuAp,1635323166772,27170.13281,39623.90625,90.3,674,0,89,27.6875,27.2,4513
-Mn-qvHmDMYNeCPb054K,1635323196594,26284.54883,40492.4375,90.4,665,0,89,27.6875,27.2,4514
-Mn-r1_ZRDFdA7v6SrQA,1635323226468,27495.64258,39196.73438,90.3,657,0,89,27.6875,27.1,4515
-Mn-r8rO_paSeWt6BT39,1635323256281,27449.45898,40055.78906,90.4,647,0,89,27.6875,27.2,4516
-Mn-rGO9mBXLtPiSAG0i,1635323287114,26889.26953,39196.73438,90.4,639,0,89,27.6875,27.1,4517
-Mn-rNenG1pX9bIeHfuj,1635323316915,26860.61328,39623.90625,90.4,637,0,89,27.6875,27.2,4518
-Mn-rUwa6b726Ck-pztq,1635323346726,26603.70508,41380.26953,90.2,611,0,90,27.6875,27.2,4519
-Mn-rbDQEm87_6jNgxJr,1635323376539,28357.41406,41380.26953,90.4,621,0,89,27.6875,27.2,4520
-Mn-riVF5GGAGOB-JApm,1635323406352,20959.97852,31906.69531,90.4,592,0,90,27.6875,27.1,4521
-Mn-rplx2MqjIxtPuQZa,1635323436157,27731.71875,44164.32031,90.5,607,0,89,27.6875,27.2,4522
-Mn-rx2gt-Wodkors5qd,1635323465964,28943.96484,40492.4375,90.6,607,0,89,27.6875,27.2,4523
-Mn-s3ZYAucMiK78CeYo,1635323496740,26844.08789,43215.72656,90.5,606,0,89,27.6875,27.2,4524
-Mn-sAqRrcEVcRPxqc21,1635323526556,27107.79102,39196.73438,90.5,602,0,89,27.6875,27.3,4525
-Mn-sI743-3wLilUROda,1635323556357,27668.0625,43687.40234,90.7,602,0,89,27.6875,27.3,4526
-Mn-sPOr218uPmeIb-DB,1635323586167,26782.47852,41380.26953,90.7,606,0,89,27.6875,27.3,4527
-Mn-sWfXw0a7hImose-i,1635323615970,26815.47461,40055.78906,90.5,607,0,89,27.625,27.3,4528
-Mn-scxQRjyZb0jbqZC_,1635323645788,28309.75,42287.88281,90.5,611,0,89,27.625,27.3,4529
-Mn-skENL0uaLiYoLWK3,1635323675608,27369.61523,41831.57031,90.7,612,0,89,27.625,27.3,4530
-Mn-srkfNJTNrGVMV8Q2,1635323706412,28292.33008,40055.78906,90.6,614,0,89,27.625,27.3,4531
-Mn-sz2qPeUAuPVlw9Yy,1635323736310,26798.96875,43687.40234,90.6,615,0,89,27.625,27.3,4532
-Mn-t5L5NdCLRzEYtNpw,1635323766151,18937.77148,27716.06641,90.7,618,0,89,27.625,27.3,4533
-Mn-tCcFTAi673-fF7aF,1635323795984,27651.01953,40492.4375,90.8,592,0,90,27.625,27.3,4534
-Mn-tJu2MZTrYdYRsa0R,1635323825795,27091.11133,43215.72656,90.6,619,0,89,27.625,27.3,4535
-Mn-tRAralE5wFwLttOF,1635323855607,27369.61523,42749.24219,90.7,624,0,89,27.625,27.3,4536
-Mn-tYfxpPZa7Ok53cw5,1635323886334,20221.87695,29899.5957,90.6,621,0,89,27.625,27.3,4537
-Mn-texd7quMWB3hBFaL,1635323916138,29210.67773,42749.24219,90.7,625,0,89,27.625,27.3,4538
-Mn-tmFY4tCVc2ytUpct,1635323946020,18725.22852,28018.04492,90.6,639,0,89,27.625,27.4,4539
-Mn-ttXcYmoEoJ71wES2,1635323975849,20432.83008,31223.17773,90.5,631,0,89,27.625,27.4,4540
-Mn-u-oFyTAW1bCFVGGs,1635324005648,27078.88281,41380.26953,90.5,640,0,89,27.625,27.4,4541
-Mn-u74pN6lLkluHQYB3,1635324035446,27974.4043,40492.4375,90.5,622,0,89,27.625,27.4,4542
-Mn-uEMbI3qPJoZ1PX7g,1635324065255,28262.14648,42287.88281,90.6,637,0,89,27.625,27.4,4543
-Mn-uM2IU8sL3pKdU-Ln,1635324096723,28004.2793,41380.26953,90.5,639,0,89,27.625,27.3,4544
-Mn-uTKEcLi0AzoCmGB4,1635324126543,27702.14844,41380.26953,90.5,645,0,89,27.625,27.3,4545
-Mn-u_b0Q1Ujoi-xRESX,1635324156354,28279.55859,42287.88281,90.5,647,0,89,27.625,27.4,4546
-Mn-ugsmJDYZPBelWtqA,1635324186162,27719.20898,40055.78906,90.4,642,0,89,27.625,27.3,4547
-Mn-uo9ZpI6XLrhDN34s,1635324215972,27174.58789,39196.73438,90.1,640,0,89,27.625,27.3,4548
-Mn-uvROtJF2M6smDfvP,1635324245786,18996.14453,28323.2793,90.2,640,0,89,27.625,27.3,4549
-Mn-v1x4dCHSL6Y7xWcy,1635324276549,26284.54883,40933.91016,90.4,634,0,89,27.625,27.2,4550
-Mn-v9E6tb-PUH01DD1y,1635324306375,27415.70508,39623.90625,90.6,631,0,89,27.625,27.2,4551
-Mn-vGVkyMXR_tB2qO_1,1635324336176,26477.39258,40055.78906,90.8,633,0,89,27.625,27.3,4552
-Mn-vNmZlc6IcQNkiUD-,1635324365988,26510.01758,39196.73438,90.6,656,0,89,27.5625,27.3,4553
-Mn-vV3VPkKligTaKvdP,1635324395808,26224.22852,39623.90625,90.6,624,0,89,27.5625,27.3,4554
-Mn-vbLIHlxbIfl3ieYs,1635324425620,27107.79102,39623.90625,90.5,620,0,89,27.5625,27.3,4555
-Mn-vicDXjgaZIvQcH0i,1635324455439,27091.11133,40055.78906,90.6,609,0,89,27.5625,27.3,4556
-Mn-vq_kWuUObNhM1_JE,1635324488049,27074.43945,40055.78906,90.7,607,0,89,27.5625,27.3,4557
-Mn-vxriJDs3KJ4xsm8B,1635324517870,27952.58984,39196.73438,90.8,595,0,89,27.5625,27.3,4558
-Mn-w48ZJhcQ-j7yn-im,1635324547684,27074.43945,39623.90625,90.7,592,0,89,27.5625,27.3,4559
-Mn-wBQOphjjbjkYOvW0,1635324577497,26208.08594,39623.90625,90.7,549,0,90,27.5625,27.3,4560
-Mn-wIhc0GJamXDdCj0z,1635324607336,26224.22852,39196.73438,90.6,573,0,89,27.5625,27.3,4561
-Mn-wPzR0jumllqSB623,1635324637148,26827.58203,39196.73438,90.6,566,0,89,27.5625,27.2,4562
-Mn-wXUTP1taNIuo3zpX,1635324667871,26815.47461,39196.73438,90.5,560,0,89,27.5625,27.3,4563
-Mn-wdnJPqfWnkaZr_U1,1635324697813,27153.41797,41380.26953,90.4,557,0,89,27.5625,27.2,4564
-Mn-wl4UGbKkkDxkN1Kd,1635324727648,28649.16016,44646.53906,90.5,547,0,89,27.5625,27.2,4565
-Mn-wsMQgLBMrim_Dmmt,1635324757468,30247.44336,44646.53906,90.5,546,0,89,27.5625,27.2,4566
-Mn-wzd6Eqvunk6HmeSc,1635324787272,27969.82031,42287.88281,90.7,521,0,90,27.5625,27.3,4567
-Mn-x5zzr1hHHHr2z6W9,1635324817407,27668.0625,43687.40234,90.7,544,0,89,27.5625,27.3,4568
-Mn-xEYVoDe4W-x_KOmG,1635324852449,27668.0625,42287.88281,90.7,542,0,89,27.5625,27.3,4569
-Mn-xLuRtj72EYpFZoLD,1635324882588,28930.90625,41831.57031,90.5,540,0,89,27.5625,27.3,4570
-Mn-xTC9ItW0kL4I69F6,1635324912459,28021.50977,40933.91016,90.4,546,0,89,27.5625,27.3,4571
-Mn-xaCL-VX-_6wz5MFf,1635324945238,27753.33984,43687.40234,90.2,539,0,89,27.5625,27.3,4572
-Mn-xhUIvcqkR7hDj4Xd,1635324975059,27974.4043,40492.4375,90.5,535,0,89,27.5625,27.4,4573
-Mn-xolEYXe9mS4kG4DL,1635325004879,26256.5293,39623.90625,90.4,533,0,89,27.5625,27.3,4574
-Mn-xwJxUVdNE92e7ABP,1635325035838,27078.88281,41831.57031,90.5,522,0,89,27.5625,27.4,4575
-Mn-y2amXdha2O5fnvZN,1635325065650,27112.24023,41831.57031,90.3,535,0,89,27.5625,27.4,4576
-Mn-y9sKMT0sidRKdkfd,1635325095445,18768.31836,32254.03711,90.4,531,0,89,27.5625,27.3,4577
-Mn-yHAy4iF72NialKYP,1635325125374,26831.97656,40492.4375,90.4,533,0,89,27.5625,27.3,4578
-Mn-yOSwtFvRziVGiZ8D,1635325155196,27719.20898,41380.26953,90.4,528,0,89,27.5625,27.3,4579
-Mn-yVqQeadzg_d5CTrS,1635325185435,28021.50977,43687.40234,90.4,530,0,89,27.5625,27.3,4580
-Mn-ycf9Gs9GJH1O7bYV,1635325217483,26815.47461,41831.57031,90.5,506,0,90,27.5625,27.3,4581
-Mn-yjxAtJKJZB0x95us,1635325247307,26798.96875,42287.88281,90.6,520,0,89,27.5625,27.3,4582
-Mn-yrEEXfSnc4tcFkGU,1635325277136,27719.20898,40933.91016,90.4,528,0,89,27.5,27.3,4583
-Mn-yyWvCBx9leGfEgZG,1635325307004,27719.20898,41380.26953,90.4,530,0,89,27.5625,27.3,4584
-Mn-z4nhfdumnHoxYTUJ,1635325336814,31235.69336,40933.91016,90.4,531,0,89,27.5625,27.3,4585
-Mn-zC4Vhf3dK8z3IWyO,1635325366624,25929.83398,41380.26953,90.5,528,0,89,27.5625,27.4,4586
-Mn-zJaCZI9WqIJKjO94,1635325397390,27689.64844,40933.91016,90.4,529,0,89,27.5625,27.4,4587
-Mn-zQsLnAyUSlM8Z29I,1635325427223,27141.17383,41380.26953,90.3,531,0,89,27.5625,27.3,4588
-Mn-zY99UxQSoXrjHMSd,1635325457035,27420.20898,39623.90625,90.4,531,0,89,27.5625,27.3,4589
-Mn-zeR9mQV63JoYBZG9,1635325486859,28038.76367,40492.4375,90.3,531,0,89,27.5,27.3,4590
-Mn-zli9klRfjygWjdhL,1635325516682,28636.23047,44646.53906,90.4,530,0,89,27.5625,27.3,4591
-Mn-zt-7FzfQOOZY5ctR,1635325546504,27403.3418,39623.90625,90.5,496,0,89,27.5625,27.3,4592
-Mn0--H7hcFUaS_1Tku0,1635325576328,27091.11133,42287.88281,90.6,530,0,89,27.5625,27.3,4593
-Mn0-71ws93C7KA4NhVy,1635325608124,27685.10156,41380.26953,90.6,535,0,89,27.5,27.3,4594
-Mn0-EJy23XNHpk_87Bb,1635325637950,27987.03906,44164.32031,90.6,534,0,89,27.5,27.3,4595
-Mn0-Lx69dkSVndGDLMt,1635325669192,28309.75,43215.72656,90.5,511,0,90,27.5,27.3,4596
-Mn0-TEKsbQKeoUlfJOC,1635325699029,27987.03906,42287.88281,90.6,535,0,89,27.5,27.3,4597
-Mn0-_WFDNuAWTnr35l-,1635325728848,28262.14648,41831.57031,90.6,534,0,89,27.5,27.4,4598
-Mn0-gq1ATNYciUNGjN5,1635325758851,30196.5918,45627.17578,90.6,534,0,89,27.5,27.3,4599
-Mn0-odEYbz_Faw1LPxw,1635325790799,31178.05664,47139.55078,90.7,534,0,89,27.5,27.3,4600
-Mn0-wnWOZu-o94S9rgR,1635325824226,23517.35547,36729.66406,90.7,529,0,89,27.5,27.3,4601
-Mn0034FUnzLFt7AhUfH,1635325854033,31883.15039,46125.70313,90.6,528,0,89,27.5,27.3,4602
-Mn00AM8MZidokPE4Ch-,1635325883850,31849.14258,46125.70313,90.6,518,0,89,27.5,27.4,4603
-Mn00Hcpbd9UlwTMPDxd,1635325913654,31183.17969,46629.80859,90.5,491,0,90,27.5,27.4,4604
-Mn00OuehTk7ptkT4pcf,1635325943467,30846.05664,45134.14063,90.5,511,0,89,27.5,27.4,4605
-Mn00WYfF5fJW6V9WaDl,1635325974764,20642.57617,30886.91992,90.6,517,0,89,27.5,27.4,4606
-Mn00cpbSPxA1q2lN1DW,1635326004584,30150.75977,50871.45313,90.5,491,0,90,27.5,27.5,4607
-Mn00k9iIaFy0XZ2lx-d,1635326034607,29825.02734,46125.70313,90.5,515,0,89,27.5,27.5,4608
-Mn00rRROvT_BmcEhmOO,1635326064412,32202.76953,45134.14063,90.4,519,0,89,27.5,27.5,4609
-Mn00yi7XSHc6NoGfm1H,1635326094216,30851.125,46125.70313,90.3,503,0,89,27.5,27.5,4610
-Mn015i5dHYSouiExHTO,1635326126982,31169.09375,46629.80859,90.4,518,0,89,27.5,27.5,4611
-Mn01DDRQTZnlkHuWr5z,1635326157724,31548.65039,44646.53906,90.2,526,0,89,27.5,27.5,4612
-Mn01KVEAfv2L1VbEfVE,1635326187535,28971.28906,44646.53906,90.1,528,0,89,27.5,27.4,4613
-Mn01RluNTQFv_r6UzHX,1635326217339,23821.26563,31563.09766,90.2,525,0,89,27.5,27.4,4614
-Mn01Z2faw21yUBykzVC,1635326247148,30531.45508,46629.80859,90.4,528,0,89,27.5,27.4,4615
-Mn01fKffkh99eOjk_Rw,1635326276971,29557.44922,45627.17578,90.2,529,0,89,27.5,27.5,4616
-Mn01mhKG_-9RE2Zf4Uv,1635326307158,21110.93945,28323.2793,90.3,528,0,89,27.5,27.5,4617
-Mn01uSqOIKBSBsQSv0A,1635326338935,29861.78711,45134.14063,90.3,528,0,89,27.5,27.5,4618
-Mn020jmG8AGI0QnpmR-,1635326368754,30555.28125,45134.14063,90.1,522,0,89,27.5,27.5,4619
-Mn0280bAdzePjci9l1E,1635326398567,29256.27148,45627.17578,90.1,524,0,89,27.5,27.5,4620
-Mn02FINiAVmlzgKZ_pp,1635326428377,29507.74023,44164.32031,90.3,519,0,89,27.5,27.6,4621
-Mn02M_1Ghxt6t0dWAvI,1635326458179,27996.23438,43215.72656,90.2,525,0,89,27.5,27.5,4622
-Mn02TqbbDqTUkVKWUIh,1635326487976,28271.43945,42287.88281,90.2,511,0,89,27.5,27.6,4623
-Mn02aeYV3MajFkSEbme,1635326519972,28284.20508,42287.88281,90.3,520,0,89,27.5,27.5,4624
-Mn02hwWMsMb2vMrCe1T,1635326549794,27996.23438,44164.32031,90.2,522,0,89,27.5,27.5,4625
-Mn02pDEXgGIdmPMqE2C,1635326579600,20010.62695,29258.88281,90.2,526,0,89,27.5,27.5,4626
-Mn02wV_tg4Tjzq9mIuA,1635326609446,27677.14844,46629.80859,90.3,527,0,89,27.5,27.5,4627
-Mn032n1Rg-YV9kgj17O,1635326639299,19590.67188,28631.80664,90.3,529,0,89,27.5,27.4,4628
-Mn03AGL3tpkLg32-r29,1635326669910,26774.7793,41831.57031,90.4,501,0,89,27.5,27.5,4629
-Mn03HupUdIk5JINqhZj,1635326701237,27660.10742,40492.4375,90.4,535,0,89,27.5,27.5,4630
-Mn03PC6eknTNyX7Lvvh,1635326731079,27078.88281,40055.78906,90.5,543,0,89,27.5,27.4,4631
-Mn03WTvbyxqL80vfmHk,1635326760892,27939.9707,40933.91016,90.7,523,0,90,27.5,27.4,4632
-Mn03d1uAL_hwiM92XQm,1635326791866,27638.53516,39623.90625,90.7,559,0,89,27.5,27.4,4633
-Mn03kJjR-I05ke6x86t,1635326821680,27655.56641,41380.26953,90.6,566,0,89,27.5,27.4,4634
-Mn03rvnDxzAIJ9mh5-2,1635326852852,27655.56641,44164.32031,90.6,576,0,89,27.5,27.4,4635
-Mn03zRMPEGBvI5sbLnb,1635326883607,30145.80273,42287.88281,90.7,554,0,90,27.5,27.4,4636
-Mn045i9kVZ9sMgrbTTM,1635326913418,30545.25391,39623.90625,90.5,592,0,89,27.5,27.3,4637
-Mn04D2n6EzwDKFJGmsD,1635326943476,28930.90625,45134.14063,90.5,601,0,89,27.5,27.3,4638
-Mn04KLbOljwICw5ux_r,1635326973351,30898.01172,41831.57031,90.4,603,0,89,27.5,27.3,4639
-Mn04RcYrzoB5-hkEdtV,1635327003172,28279.55859,43687.40234,90.5,605,0,89,27.5,27.4,4640
-Mn04YuVlkj1EU0nC7aT,1635327032993,30827.06836,46125.70313,90.6,605,0,89,27.5,27.4,4641
-Mn04fhMG4uaI1a0vhdN,1635327064919,29246.66797,41380.26953,90.5,611,0,89,27.5,27.3,4642
-Mn04mzAE3XZWttqzzGU,1635327094732,28913.09375,44164.32031,90.6,599,0,89,27.5,27.3,4643
-Mn04uG8o6RuYDPKTcfO,1635327124554,29246.66797,43687.40234,90.5,609,0,89,27.5,27.3,4644
-Mn050XvEDQW76kbo7aX,1635327154363,28930.90625,41831.57031,90.5,623,0,89,27.5,27.3,4645
-Mn057odsQarotpZR_ew,1635327184169,26798.96875,43215.72656,90.6,620,0,89,27.5,27.3,4646
-Mn05F5YVpiZOd6drxV4,1635327213987,29228.66992,42287.88281,90.6,624,0,89,27.5,27.3,4647
-Mn05MashEDVV_nKQrIe,1635327244728,27987.03906,40492.4375,90.6,601,0,90,27.5,27.3,4648
-Mn05Tsl6FZmu6yRhOHY,1635327274545,28309.75,40055.78906,90.5,647,0,89,27.5,27.3,4649
